letters,required,score,words
luyconm,n,86,19
luyconm,o,107,27
luyconm,c,84,16
luyconm,y,69,12
luyconm,u,52,11
luyconm,l,75,21
ljednag,n,245,47
ljednag,j,39,7
vntargi,v,173,23
edovnki,i,214,46
edovnki,k,103,25
edovnki,v,157,32
edovnki,n,182,46
edovnki,o,125,31
yenvtai,i,213,40
yenvtai,a,196,37
yenvtai,v,134,27
yenvtai,e,209,44
yenvtai,y,81,16
ujednta,j,57,10
ujednta,u,207,39
glynapi,y,212,32
uycohrg,g,42,11
uycohrg,r,77,18
uycohrg,h,66,13
uycohrg,o,76,18
uycohrg,c,65,12
uycohrg,y,34,8
uycohrg,u,67,15
wgnarpi,w,214,35
luedhtr,u,250,57
luedhtr,t,219,45
luedhtr,l,229,49
luedhtr,h,174,38
odnarpi,i,175,34
odnarpi,p,141,30
odnarpi,r,187,45
odnarpi,a,191,41
odnarpi,n,179,35
odnarpi,d,180,40
odnarpi,o,204,46
mjedoar,j,54,11
fubetar,a,228,66
fubetar,b,191,50
fubetar,u,135,36
fubetar,f,156,41
ledovrk,k,81,18
lfycari,i,243,49
lfycari,r,179,38
lfycari,c,176,30
lfycari,y,178,34
lfycari,f,156,33
lfycari,l,236,49
beotarp,b,220,52
ledhnai,h,169,35
ednvtag,g,222,42
ednvtag,v,153,27
lfeorpi,o,207,52
fuecdta,u,158,32
fuecdta,f,232,48
uyentrk,k,37,10
uyentrk,t,201,43
uyentrk,n,196,41
uyentrk,u,149,30
uyentrk,y,71,13
ludntai,i,112,30
ludntai,a,138,37
ludntai,t,119,32
ludntai,n,134,32
ludntai,d,77,19
ludntai,u,92,24
ludntai,l,104,33
fecnrgi,c,127,20
wlntrgi,t,224,44
wlntrgi,l,173,33
wlntrgi,w,174,30
wlntrgi,r,138,26
lfenazi,i,122,32
lfenazi,z,44,9
lfenazi,a,118,31
lfenazi,n,127,30
lfenazi,e,136,38
lfenazi,f,113,32
lfenazi,l,149,42
udotari,i,139,28
udotari,r,188,50
udotari,a,168,39
udotari,t,193,49
udotari,o,179,47
udotari,d,139,34
udotari,u,82,19
rfentmi,f,229,48
kdonmgi,k,85,20
kdonmgi,d,165,30
kdonmgi,o,192,41
kdonmgi,m,116,24
wlfueor,o,150,40
wlfueor,u,97,25
wlfueor,l,167,48
wlfueor,f,197,49
wlfueor,w,104,25
luodnar,r,132,33
luodnar,a,147,38
luodnar,n,120,30
luodnar,d,135,37
luodnar,o,139,42
luodnar,u,108,27
luodnar,l,125,37
ucdonti,i,198,32
ucdonti,t,218,40
ucdonti,n,235,44
ucdonti,o,241,45
ucdonti,d,134,21
ucdonti,c,185,30
ucdonti,u,170,30
edonahp,a,207,40
edonahp,o,178,46
edonahp,h,163,32
yecotrk,k,121,30
yecotrk,t,183,41
yecotrk,c,182,35
yecotrk,y,92,20
rontmpi,i,188,43
rontmpi,p,202,43
rontmpi,m,129,35
rontmpi,t,192,47
rontmpi,n,188,41
rontmpi,o,250,64
rontmpi,r,159,43
ldvnagi,d,248,44
ldvnagi,v,182,33
lfyutai,i,109,27
lfyutai,a,117,28
lfyutai,t,136,33
lfyutai,u,96,19
lfyutai,y,131,24
lfyutai,f,158,35
lfyutai,l,177,43
cdhtark,k,41,10
cdhtark,r,94,24
cdhtark,a,134,37
cdhtark,t,111,26
cdhtark,h,63,17
cdhtark,d,30,8
cdhtark,c,104,24
gmearpk,k,80,21
gmearpk,p,152,39
gmearpk,m,179,40
gmearpk,g,147,32
uycotna,a,175,35
uycotna,n,204,41
uycotna,t,180,41
uycotna,o,173,37
uycotna,c,196,36
uycotna,y,89,15
uycotna,u,114,24
wcohngi,c,164,31
wcohngi,w,128,22
wcohngi,o,190,37
wcohngi,h,127,24
lboarpi,i,110,28
lboarpi,p,126,31
lboarpi,r,117,31
lboarpi,a,159,40
lboarpi,o,130,37
lboarpi,b,102,26
lboarpi,l,154,46
lecdnam,c,250,51
yedhtri,y,77,19
yedhtri,h,195,38
lectazi,i,185,37
lectazi,z,37,7
lectazi,a,219,45
lectazi,c,194,37
lectazi,e,200,42
lectazi,l,249,55
ecdnxgi,c,124,22
ecdnxgi,x,62,9
lotampi,i,112,34
lotampi,p,147,41
lotampi,m,102,38
lotampi,a,172,50
lotampi,t,148,46
lotampi,o,142,47
lotampi,l,165,56
lecdvzi,i,235,50
lecdvzi,z,31,3
lecdvzi,v,176,34
lecdvzi,c,111,22
lecdvzi,l,165,36
udhnagi,u,113,17
udhnagi,a,134,23
udhnagi,d,143,24
udhnagi,h,78,15
rwlenki,i,181,45
rwlenki,k,130,32
rwlenki,n,157,36
rwlenki,l,145,35
rwlenki,w,108,28
wbodnag,g,58,17
wbodnag,a,102,24
wbodnag,n,106,29
wbodnag,d,66,17
wbodnag,o,95,28
wbodnag,b,78,16
wbodnag,w,44,11
fedotxi,i,137,29
fedotxi,x,65,11
fedotxi,t,165,40
fedotxi,o,127,27
fedotxi,f,108,25
genakpi,k,110,25
genakpi,a,160,35
genakpi,p,241,51
genakpi,e,194,45
gcohnpi,c,215,39
gcohnpi,p,249,42
gcohnpi,h,205,37
ecdtkpi,p,169,39
ecdtkpi,k,118,30
ecdtkpi,t,189,39
ecdtkpi,c,185,38
lueoamp,p,152,52
lueoamp,m,131,44
lueoamp,a,131,42
lueoamp,o,69,29
lueoamp,e,115,37
lueoamp,u,70,22
lueoamp,l,169,61
uecdngi,c,180,31
lyeonvt,t,119,32
lyeonvt,v,125,27
lyeonvt,n,147,38
lyeonvt,o,127,40
lyeonvt,e,188,48
lyeonvt,y,82,17
lyeonvt,l,152,37
ecdnapk,k,138,30
ecdnapk,c,235,44
fuetxri,i,144,32
fuetxri,x,33,6
fuetxri,t,166,39
fuetxri,u,79,16
fuetxri,f,148,36
lbeohri,i,141,31
lbeohri,o,144,38
lbeohri,h,84,20
lbeohri,b,146,37
lbeohri,l,180,47
feohtar,f,239,54
uedotam,a,194,47
uedotam,o,211,51
uedotam,u,111,23
wohtarg,g,49,13
wohtarg,r,150,35
wohtarg,a,123,34
wohtarg,t,148,39
wohtarg,h,88,21
wohtarg,o,140,35
wohtarg,w,72,16
gbonrzi,z,51,8
gbonrzi,o,249,48
gbonrzi,b,192,35
gbonrzi,r,162,30
lumbnar,r,98,22
lumbnar,a,161,41
lumbnar,n,100,22
lumbnar,b,82,24
lumbnar,m,106,25
lumbnar,u,133,34
lumbnar,l,119,34
lectapk,k,77,27
lectapk,p,232,58
lectapk,c,153,37
wyehnar,a,157,46
wyehnar,n,108,28
wyehnar,h,67,18
wyehnar,y,73,21
wyehnar,w,108,33
gmoharp,p,79,22
gmoharp,r,114,30
gmoharp,a,114,28
gmoharp,h,53,10
gmoharp,o,109,30
gmoharp,m,103,26
gmoharp,g,80,16
jeconti,j,75,11
luybnai,i,62,14
luybnai,a,111,27
luybnai,n,87,18
luybnai,b,95,22
luybnai,y,83,16
luybnai,u,73,15
luybnai,l,114,31
feotarp,f,188,46
gyohnrp,p,60,16
gyohnrp,r,71,17
gyohnrp,n,54,13
gyohnrp,h,56,11
gyohnrp,o,90,28
gyohnrp,y,48,11
gyohnrp,g,41,11
lcntami,m,239,47
lcntami,t,250,49
rucohmi,i,60,12
rucohmi,m,70,15
rucohmi,h,70,16
rucohmi,o,106,22
rucohmi,c,103,23
rucohmi,u,69,15
rucohmi,r,94,20
wentrzi,z,23,2
wentrzi,n,250,49
wentrzi,w,192,39
jednari,j,60,13
luohtag,g,97,26
luohtag,a,103,35
luohtag,t,135,43
luohtag,h,93,27
luohtag,o,130,39
luohtag,u,90,27
luohtag,l,100,37
lbentri,b,227,43
ueconmi,i,178,34
ueconmi,m,174,35
ueconmi,n,229,49
ueconmi,o,180,38
ueconmi,c,185,34
ueconmi,e,144,33
ueconmi,u,96,15
rlohnam,m,121,34
rlohnam,a,137,37
rlohnam,n,81,24
rlohnam,h,46,10
rlohnam,o,135,43
rlohnam,l,82,25
rlohnam,r,102,27
ueqotar,a,193,44
ueqotar,o,206,47
ueqotar,q,98,16
ueqotar,u,189,41
bontrgi,t,222,48
bontrgi,b,226,42
bontrgi,r,243,51
lfyuear,a,201,49
lfyuear,y,173,38
lfyuear,u,153,35
lfyuear,f,231,53
lybecha,a,130,39
lybecha,h,68,19
lybecha,c,100,23
lybecha,e,145,37
lybecha,b,113,27
lybecha,y,78,19
lybecha,l,139,39
yechapk,k,46,15
yechapk,p,80,24
yechapk,a,82,26
yechapk,h,66,19
yechapk,c,79,23
yechapk,e,87,28
yechapk,y,57,12
lybtapi,i,140,32
lybtapi,p,139,27
lybtapi,a,207,44
lybtapi,t,136,28
lybtapi,b,120,23
lybtapi,y,139,25
lybtapi,l,184,42
mbecnar,m,245,51
mbecnar,n,198,42
mbecnar,c,189,38
mbecnar,b,173,38
gechnpi,c,124,24
gechnpi,p,195,35
gechnpi,h,135,25
gechnpi,e,171,34
lybehti,i,119,29
lybehti,t,118,30
lybehti,h,70,15
lybehti,e,138,35
lybehti,b,93,20
lybehti,y,58,12
lybehti,l,134,35
ecvtmzi,i,78,19
ecvtmzi,z,23,2
ecvtmzi,m,70,19
ecvtmzi,t,68,17
ecvtmzi,v,38,6
ecvtmzi,c,70,13
ecvtmzi,e,70,20
lfycnai,i,241,40
lfycnai,n,179,30
lfycnai,c,224,35
lfycnai,y,186,31
lfycnai,f,144,27
lfycnai,l,239,46
umbecnr,m,126,23
umbecnr,n,78,15
umbecnr,c,65,12
umbecnr,b,107,23
umbecnr,u,149,31
rwleohm,m,84,25
rwleohm,o,171,45
rwleohm,h,120,27
rwleohm,l,134,36
rwleohm,w,129,31
entxrpi,x,53,10
rlcnami,m,223,47
rlcnami,n,197,37
rlcnami,c,190,35
rlcnami,l,205,44
rlcnami,r,129,28
lbecapi,i,185,39
lbecapi,p,198,48
lbecapi,c,185,37
lbecapi,e,232,56
lbecapi,b,178,38
uecdoth,t,203,48
uecdoth,o,213,49
uecdoth,h,164,36
uecdoth,c,192,40
uecdoth,u,142,32
lbohngi,l,242,46
lbohngi,h,77,12
edhnark,k,197,40
edhnark,h,221,42
rfyotmi,i,49,17
rfyotmi,m,55,17
rfyotmi,t,73,26
rfyotmi,o,85,29
rfyotmi,y,49,10
rfyotmi,f,52,17
rfyotmi,r,65,25
lconrgi,c,216,40
lconrgi,l,249,51
lconrgi,r,210,39
ybotrpi,i,62,15
ybotrpi,p,73,18
ybotrpi,r,72,22
ybotrpi,t,91,28
ybotrpi,o,108,33
ybotrpi,b,49,11
ybotrpi,y,57,12
wlnargi,l,247,49
wlnargi,w,212,36
udontai,i,213,35
udontai,a,172,32
udontai,t,212,44
udontai,n,214,41
udontai,o,205,40
udontai,d,116,22
udontai,u,123,26
wecdhnr,c,143,24
wecdhnr,n,128,25
wecdhnr,w,130,31
wecdhnr,h,130,26
ecdhtam,m,184,47
jeonrgi,j,100,16
lyenami,i,235,51
lyenami,e,237,54
lyenami,y,121,24
wlfetar,w,162,38
rwnamgi,w,147,25
rwnamgi,m,236,44
yohtarp,p,165,41
yohtarp,r,232,55
yohtarp,a,239,56
yohtarp,t,220,56
yohtarp,h,129,30
yohtarp,o,222,53
yohtarp,y,163,34
ljecapk,k,48,19
ljecapk,p,95,32
ljecapk,a,113,36
ljecapk,c,72,21
ljecapk,e,84,34
ljecapk,j,26,6
ljecapk,l,101,32
eontaxi,i,204,35
eontaxi,x,67,14
eontaxi,a,227,39
eontaxi,o,200,39
eontaxi,e,198,44
wecdhak,k,93,24
wecdhak,a,165,39
wecdhak,h,141,31
wecdhak,c,134,30
wecdhak,w,109,26
fubodng,g,28,10
fubodng,n,72,21
fubodng,d,52,16
fubodng,o,75,24
fubodng,b,51,12
fubodng,u,57,15
fubodng,f,40,12
luevnar,u,200,41
luenagi,u,191,36
lbcampk,k,53,11
lbcampk,p,58,14
lbcampk,m,47,15
lbcampk,a,117,36
lbcampk,c,73,18
lbcampk,b,54,12
lbcampk,l,94,28
uevntpi,i,149,32
uevntpi,p,105,25
uevntpi,t,158,36
uevntpi,n,171,40
uevntpi,v,71,14
uevntpi,e,172,40
uevntpi,u,82,17
rweohvm,m,90,22
rweohvm,v,104,21
rweohvm,o,144,35
rweohvm,h,82,17
rweohvm,w,82,20
gknarpi,k,104,22
gknarpi,p,222,41
lbdhnai,i,71,21
lbdhnai,a,115,31
lbdhnai,n,85,20
lbdhnai,h,35,9
lbdhnai,d,86,20
lbdhnai,b,90,21
lbdhnai,l,94,28
leodnzi,i,227,46
leodnzi,z,118,20
leodnzi,n,216,49
leodnzi,o,226,53
leodnzi,l,216,50
lyetrpi,y,155,34
lyetrpi,l,247,57
lmeoarz,z,41,12
lmeoarz,m,162,46
lmeoarz,a,170,49
lmeoarz,o,110,35
lmeoarz,l,120,38
lubotai,i,65,20
lubotai,a,112,33
lubotai,t,118,44
lubotai,o,101,35
lubotai,b,107,36
lubotai,u,38,17
lubotai,l,100,39
wyohtar,r,213,47
wyohtar,a,191,46
wyohtar,t,185,46
wyohtar,h,125,28
wyohtar,o,186,40
wyohtar,y,122,26
wyohtar,w,95,21
ueqcotr,q,71,9
ueqcotr,c,171,31
ueqcotr,u,211,43
lybvtai,i,146,28
lybvtai,a,162,33
lybvtai,t,131,22
lybvtai,v,85,11
lybvtai,b,117,20
lybvtai,y,122,18
lybvtai,l,149,32
ructami,i,117,26
ructami,m,92,24
ructami,a,167,40
ructami,t,151,34
ructami,c,126,25
ructami,u,61,13
ructami,r,156,34
jbecotr,t,178,38
jbecotr,o,183,42
jbecotr,c,101,17
jbecotr,b,74,18
jbecotr,j,39,6
rfeoami,i,181,42
rfeoami,m,207,54
rfeoami,a,199,50
rfeoami,o,134,32
rfeoami,f,212,51
ljevnai,i,142,38
ljevnai,a,143,38
ljevnai,n,159,40
ljevnai,v,147,39
ljevnai,e,149,42
ljevnai,j,28,7
ljevnai,l,171,44
bontmgi,t,215,41
bontmgi,b,208,37
bontmgi,m,169,32
kmetrpi,m,193,48
kmetrpi,k,63,18
lbdarzi,i,99,28
lbdarzi,z,28,4
lbdarzi,r,95,28
lbdarzi,a,116,35
lbdarzi,d,81,22
lbdarzi,b,85,22
lbdarzi,l,80,24
luhnrgi,u,150,29
luhnrgi,l,118,25
luhnrgi,h,56,12
luhnrgi,r,131,25
lbodtai,i,91,28
lbodtai,a,132,37
lbodtai,t,123,40
lbodtai,d,79,24
lbodtai,o,135,45
lbodtai,b,122,34
lbodtai,l,129,48
ryodtam,m,186,45
ryodtam,t,182,47
ryodtam,d,138,37
ryodtam,o,222,61
ryodtam,y,168,36
ryodtam,r,240,63
conaxgi,c,159,28
conaxgi,o,158,33
conaxgi,a,176,33
conaxgi,x,27,5
cdhtnar,r,115,27
cdhtnar,a,168,43
cdhtnar,n,75,16
cdhtnar,t,127,30
cdhtnar,h,80,20
cdhtnar,d,44,11
cdhtnar,c,123,26
rueotmg,g,153,32
rueotmg,m,193,45
rueotmg,u,189,42
luecdak,k,130,31
luecdak,a,201,48
luecdak,c,212,47
luecdak,u,209,44
fknargi,k,91,19
fknargi,f,154,28
leconzi,i,154,34
leconzi,z,54,10
leconzi,n,185,45
leconzi,o,178,46
leconzi,c,151,35
leconzi,e,175,40
leconzi,l,157,37
fecnvti,i,194,38
fecnvti,t,204,37
fecnvti,v,108,19
fecnvti,n,191,37
fecnvti,c,124,20
fecnvti,e,228,48
fecnvti,f,113,20
lyctvna,a,110,28
lyctvna,n,75,15
lyctvna,v,35,6
lyctvna,t,64,13
lyctvna,c,70,16
lyctvna,y,61,13
lyctvna,l,56,16
lyeoaxp,p,150,45
lyeoaxp,x,33,7
lyeoaxp,a,121,30
lyeoaxp,o,100,28
lyeoaxp,e,93,29
lyeoaxp,y,110,22
lyeoaxp,l,150,44
umbcark,k,53,14
umbcark,r,68,19
umbcark,a,71,19
umbcark,c,54,14
umbcark,b,48,13
umbcark,m,62,14
umbcark,u,52,13
ecdoark,k,217,49
uodntah,h,52,17
uodntah,a,60,20
uodntah,t,70,28
uodntah,n,61,19
uodntah,d,66,18
uodntah,o,74,26
uodntah,u,67,21
lybcari,i,204,40
lybcari,r,155,33
lybcari,a,242,53
lybcari,c,191,33
lybcari,b,122,27
lybcari,y,159,31
lybcari,l,197,42
yedonhp,p,216,51
yedonhp,n,182,41
yedonhp,o,203,53
yedonhp,h,142,30
yedonhp,y,116,26
wehnagi,a,220,41
wehnagi,w,190,37
wehnagi,h,122,23
wehnagi,e,178,37
rcontam,m,225,52
fuhnami,i,56,13
fuhnami,m,83,19
fuhnami,a,63,15
fuhnami,n,74,15
fuhnami,h,27,4
fuhnami,u,58,11
fuhnami,f,30,8
echnkgi,k,159,30
echnkgi,c,166,30
echnkgi,h,171,30
echnkgi,e,173,32
luybcak,k,84,21
luybcak,a,96,27
luybcak,c,87,24
luybcak,b,84,22
luybcak,y,81,19
luybcak,u,74,20
luybcak,l,106,32
lmenrpi,p,234,49
lmenrpi,m,180,42
lmenrpi,n,139,29
lmenrpi,l,169,39
uodthrg,g,125,24
uodthrg,r,134,35
uodthrg,h,127,27
uodthrg,t,163,41
uodthrg,d,80,22
uodthrg,o,195,49
uodthrg,u,147,36
glonrpi,r,231,45
eodtrzi,z,108,16
wfohtri,i,53,17
wfohtri,r,85,24
wfohtri,t,88,28
wfohtri,h,88,19
wfohtri,o,75,23
wfohtri,f,55,15
wfohtri,w,47,12
luecoag,g,113,31
luecoag,a,109,30
luecoag,o,86,24
luecoag,c,67,19
luecoag,e,116,29
luecoag,u,51,13
luecoag,l,129,42
lechnva,a,197,51
lechnva,v,125,28
lechnva,n,161,34
lechnva,h,103,23
lechnva,c,137,29
lechnva,e,212,53
lechnva,l,173,42
lfeotmi,i,141,47
lfeotmi,m,129,43
lfeotmi,t,215,64
lfeotmi,o,127,39
lfeotmi,e,197,60
lfeotmi,f,105,36
lfeotmi,l,201,64
lecovni,v,244,44
wedhnai,i,124,30
wedhnai,a,157,37
wedhnai,n,196,45
wedhnai,h,113,25
wedhnai,w,148,37
lecohtr,l,228,53
wechtar,w,163,39
wedovrk,k,111,22
wedovrk,v,158,29
wedovrk,w,181,38
lyedomp,m,213,47
lyedomp,y,165,32
lfuecon,n,115,26
lfuecon,o,110,30
lfuecon,c,114,25
lfuecon,e,126,32
lfuecon,u,62,16
lfuecon,f,81,20
lfuecon,l,115,35
uechtpk,k,62,16
uechtpk,p,70,18
uechtpk,t,69,17
uechtpk,h,77,15
uechtpk,c,74,17
uechtpk,e,91,24
uechtpk,u,66,15
jedonai,i,141,29
jedonai,a,109,24
jedonai,n,186,41
jedonai,o,102,24
jedonai,j,70,13
rlbeaki,k,156,37
lmeaxrp,p,220,53
lmeaxrp,m,134,36
lmeaxrp,x,55,10
lmeaxrp,l,206,50
lyetrgi,i,246,55
lyetrgi,g,144,30
lyetrgi,t,220,49
lyetrgi,y,89,20
lyetrgi,l,207,50
feotrpi,f,221,48
rleoham,m,180,51
rleoham,a,194,57
rleoham,o,152,43
rleoham,h,107,30
rleoham,l,152,49
kcnargi,k,180,31
lfuohrg,g,51,16
lfuohrg,r,61,18
lfuohrg,h,36,9
lfuohrg,o,71,23
lfuohrg,u,59,21
lfuohrg,f,66,23
lfuohrg,l,55,20
wlbedai,w,168,41
lfyucta,a,179,37
lfyucta,t,150,28
lfyucta,c,108,21
lfyucta,u,121,23
lfyucta,y,136,22
lfyucta,f,137,25
lfyucta,l,171,36
uecotxr,x,56,10
uecotxr,o,230,49
uecotxr,c,170,34
uecotxr,u,170,38
lbevtag,g,148,31
lbevtag,t,185,40
lbevtag,v,82,17
lbevtag,b,155,36
ecvtrpi,v,211,33
ecvtrpi,c,215,35
rwetami,m,195,56
rwetami,w,176,39
fycotar,r,187,48
fycotar,a,209,50
fycotar,t,191,50
fycotar,o,135,35
fycotar,c,107,23
fycotar,y,106,23
fycotar,f,77,21
lmbenri,i,234,57
lmbenri,m,149,37
lmbenri,n,124,27
lmbenri,b,161,33
lmbenri,l,172,40
uyednar,y,123,31
uyednar,u,173,35
wledhti,h,161,35
wledhti,w,246,51
uchntgi,u,165,29
uchntgi,c,165,30
uchntgi,t,236,44
uchntgi,h,207,41
ecovtai,i,132,23
ecovtai,a,140,27
ecovtai,t,161,34
ecovtai,v,114,22
ecovtai,o,102,23
ecovtai,c,176,35
ecovtai,e,143,29
ujecntr,n,203,39
ujecntr,t,241,51
ujecntr,c,125,24
ujecntr,j,34,6
ujecntr,u,196,41
fluyhtr,r,65,15
fluyhtr,t,47,10
fluyhtr,h,52,11
fluyhtr,y,55,9
fluyhtr,u,92,25
fluyhtr,l,64,13
fluyhtr,f,71,16
luydorp,p,98,31
luydorp,r,94,28
luydorp,o,140,45
luydorp,d,110,31
luydorp,y,123,25
luydorp,u,67,20
luydorp,l,126,36
lyecrpi,p,238,50
lyecrpi,c,199,36
lyecrpi,y,133,28
lyecrpi,l,162,40
bonamgi,b,232,42
lyedvri,y,186,40
rlenkgi,k,242,46
lyedvni,n,209,43
lyedvni,y,117,27
lubnagi,u,182,33
lyntarg,g,123,27
lyntarg,r,156,34
lyntarg,a,235,55
lyntarg,t,144,29
lyntarg,n,148,30
lyntarg,y,154,30
lyntarg,l,105,21
lbecovn,n,127,31
lbecovn,v,85,17
lbecovn,o,161,47
lbecovn,c,101,22
lbecovn,e,163,42
lbecovn,b,69,19
lbecovn,l,142,36
fbentgi,f,171,28
fbentgi,b,219,34
wbcdark,k,64,12
wbcdark,r,87,21
wbcdark,a,94,24
wbcdark,d,65,13
wbcdark,c,69,13
wbcdark,b,60,12
wbcdark,w,51,9
wlecdom,m,186,43
wlecdom,c,128,29
wlecdom,l,243,57
wlecdom,w,165,35
yeoharp,p,235,59
yeoharp,a,192,48
yeoharp,o,135,33
yeoharp,h,121,31
yeoharp,y,159,36
ldonhgi,l,187,39
ldonhgi,d,204,38
ldonhgi,h,81,16
wlydark,k,44,8
wlydark,r,101,23
wlydark,a,137,34
wlydark,d,94,20
wlydark,y,118,25
wlydark,l,95,20
wlydark,w,89,19
lyonagi,y,232,37
rkeonmi,i,168,40
rkeonmi,m,136,40
rkeonmi,n,148,43
rkeonmi,o,152,40
rkeonmi,k,95,26
lcvnari,i,193,41
lcvnari,r,111,24
lcvnari,a,221,49
lcvnari,n,137,26
lcvnari,v,134,25
lcvnari,c,150,26
lcvnari,l,164,36
lucongi,u,140,25
lucongi,c,196,37
lyedngi,y,149,32
bdovnag,g,38,12
bdovnag,a,84,19
bdovnag,n,86,22
bdovnag,v,22,3
bdovnag,o,86,25
bdovnag,d,60,13
bdovnag,b,77,16
edonhpi,i,187,38
edonhpi,p,249,55
edonhpi,n,229,50
edonhpi,o,205,50
edonhpi,h,129,29
zlueogi,i,44,8
zlueogi,g,73,18
zlueogi,o,49,12
zlueogi,e,62,16
zlueogi,u,35,8
zlueogi,l,71,20
zlueogi,z,23,4
fdntrgi,t,119,25
fdntrgi,f,110,19
fdntrgi,d,123,24
fdntrgi,r,170,33
contmgi,c,242,36
contmgi,m,183,32
yctnapi,i,211,41
yctnapi,p,139,28
yctnapi,a,244,46
yctnapi,n,212,39
yctnapi,t,207,42
yctnapi,c,170,29
yctnapi,y,123,21
levtxpi,i,91,26
levtxpi,p,80,21
levtxpi,x,50,9
levtxpi,t,101,25
levtxpi,v,42,10
levtxpi,e,137,37
levtxpi,l,108,30
ecovrpi,v,185,34
ecovrpi,o,175,38
ecovrpi,c,211,39
uybongi,u,96,17
uybongi,o,186,39
uybongi,y,86,18
uybongi,b,178,34
uyeqvar,a,59,20
uyeqvar,v,59,15
uyeqvar,q,55,10
uyeqvar,u,67,14
uyeqvar,y,47,12
gbntkzi,k,64,11
gbntkzi,t,80,13
gbntkzi,b,66,9
gbntkzi,z,30,4
lbntari,i,187,48
lbntari,r,157,36
lbntari,a,236,59
lbntari,t,176,40
lbntari,n,133,29
lbntari,b,116,26
lbntari,l,116,34
rcoampk,k,65,23
rcoampk,p,76,27
rcoampk,m,101,31
rcoampk,a,131,38
rcoampk,o,142,46
rcoampk,c,112,32
rcoampk,r,129,41
wfkeori,i,102,24
wfkeori,k,63,16
wfkeori,o,102,23
wfkeori,f,95,25
wfkeori,w,93,25
lbehtai,i,172,40
lbehtai,a,244,65
lbehtai,h,111,32
lbehtai,b,208,51
ujcongi,u,80,12
ujcongi,c,115,19
ujcongi,o,160,30
ujcongi,j,79,12
lmbeark,k,139,34
uedothi,i,105,23
uedothi,t,185,45
uedothi,o,146,33
uedothi,h,121,28
uedothi,u,60,15
dvntagi,t,210,35
dvntagi,v,130,21
dvntagi,d,150,26
lyecari,y,224,45
wconrgi,c,183,29
wconrgi,w,206,33
wguonrp,p,57,16
wguonrp,r,62,19
wguonrp,n,61,17
wguonrp,o,74,25
wguonrp,u,43,11
wguonrp,g,53,15
wguonrp,w,39,9
rluoamg,g,96,26
rluoamg,m,168,41
rluoamg,a,160,44
rluoamg,o,111,31
rluoamg,u,81,21
rluoamg,l,120,37
rluoamg,r,131,32
lyecdnt,n,143,29
lyecdnt,t,151,29
lyecdnt,c,89,15
lyecdnt,y,68,14
lyecdnt,l,95,19
lbecota,c,218,47
lbecota,b,211,55
ledhtri,h,223,46
ldoampi,i,89,28
ldoampi,p,119,35
ldoampi,m,92,35
ldoampi,a,123,39
ldoampi,o,93,34
ldoampi,d,85,28
ldoampi,l,130,46
jedonti,o,223,48
jedonti,j,69,12
lybotar,r,190,46
lybotar,t,230,56
lybotar,b,124,35
lybotar,y,188,38
lybotar,l,180,44
ruybcom,m,98,21
ruybcom,o,84,22
ruybcom,c,64,12
ruybcom,b,62,18
ruybcom,y,72,15
ruybcom,u,86,19
ruybcom,r,96,23
ecovnai,i,196,36
ecovnai,a,142,32
ecovnai,n,250,56
ecovnai,v,153,32
ecovnai,o,210,42
ecovnai,c,246,46
ecovnai,e,209,46
luecdht,t,155,33
luecdht,h,114,25
luecdht,c,164,33
luecdht,u,212,47
luecdht,l,194,42
wlyedon,n,191,43
wlyedon,y,171,35
wlyedon,w,231,47
uecdohg,g,117,23
uecdohg,o,171,34
uecdohg,h,139,28
uecdohg,c,121,25
uecdohg,u,102,21
lentxgi,x,75,13
gcnampi,c,170,26
gcnampi,p,202,33
gcnampi,m,241,41
lcntkgi,k,149,30
lcntkgi,c,133,23
lcntkgi,l,211,40
lcntkgi,t,165,32
luecnrk,k,92,22
luecnrk,n,97,20
luecnrk,c,122,26
luecnrk,u,153,35
luecnrk,l,150,36
wohntgi,w,181,34
wohntgi,o,212,42
wohntgi,h,153,29
lyevngi,y,103,20
lyevngi,v,202,38
ehntmgi,m,140,33
luyctai,i,196,35
luyctai,a,212,41
luyctai,t,191,39
luyctai,c,216,39
luyctai,y,149,25
luyctai,u,67,14
luyctai,l,209,44
yedtari,y,175,42
lcovtai,i,175,40
lcovtai,a,205,48
lcovtai,t,159,44
lcovtai,v,67,16
lcovtai,o,135,41
lcovtai,c,195,45
lcovtai,l,201,57
lbecdak,k,173,38
lbecdak,c,208,41
lueqnri,i,166,33
lueqnri,n,149,29
lueqnri,q,115,17
lueqnri,u,179,34
lueqnri,l,87,23
rfucomi,i,53,13
rfucomi,m,69,17
rfucomi,o,84,21
rfucomi,c,64,14
rfucomi,u,58,13
rfucomi,f,38,15
rfucomi,r,82,22
chntkgi,k,131,25
chntkgi,c,150,29
chntkgi,t,204,37
chntkgi,h,207,40
wbenari,i,206,39
wbenari,n,208,46
wbenari,b,191,40
wbenari,w,158,36
lbectai,c,245,45
lbectai,b,234,53
lfkotri,i,68,26
lfkotri,r,60,22
lfkotri,t,77,31
lfkotri,o,81,35
lfkotri,k,31,11
lfkotri,f,56,20
lfkotri,l,86,32
recoamp,m,236,62
recoamp,o,225,58
recoamp,c,245,57
geonrzi,z,110,19
gonarzi,z,108,16
gonarzi,o,192,37
ecdhnag,g,131,28
ecdhnag,n,198,37
